person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
42.0,114000.0,MORTGAGE,4.0,PERSONAL,B,19200.0,11.36,0.0,0.17,N,15.0
40.0,114054.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,35000.0,8.9,0.0,0.31,N,14.0
46.0,114440.0,MORTGAGE,0.0,EDUCATION,A,3000.0,8.59,0.0,0.03,N,17.0
42.0,114996.0,MORTGAGE,2.0,VENTURE,A,2850.0,7.702555088828351,0.0,0.02,N,12.0
39.0,114996.0,MORTGAGE,15.0,DEBTCONSOLIDATION,A,12500.0,6.54,0.0,0.11,N,11.0
39.0,44531.0,RENT,0.0,DEBTCONSOLIDATION,B,15000.0,12.53,1.0,0.34,N,13.0
36.0,115000.0,MORTGAGE,13.0,VENTURE,A,10000.0,5.42,0.0,0.09,N,15.0
49.0,45000.0,RENT,2.0,DEBTCONSOLIDATION,C,15000.0,13.49,1.0,0.33,N,12.0
44.0,115000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000.0,10.365887754670023,0.0,0.1,N,14.0
46.0,39000.0,RENT,2.0,DEBTCONSOLIDATION,B,15000.0,10.99,1.0,0.38,N,12.0
39.0,115000.0,MORTGAGE,6.0,VENTURE,D,25000.0,15.58,0.0,0.22,Y,17.0
45.0,115000.0,MORTGAGE,8.0,VENTURE,A,8000.0,8.94,0.0,0.07,N,11.0
41.0,115000.0,MORTGAGE,2.0,PERSONAL,D,20000.0,14.61,0.0,0.17,N,11.0
37.0,39000.0,RENT,5.0,PERSONAL,B,15000.0,10.96,1.0,0.38,N,12.0
46.0,116000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000.0,6.03,0.0,0.09,N,15.0
46.0,104000.0,MORTGAGE,1.0,EDUCATION,E,30000.0,18.39,1.0,0.29,N,15.0
39.0,88400.0,MORTGAGE,20.0,MEDICAL,F,25000.0,18.3,1.0,0.24,N,13.0
45.0,47000.0,RENT,13.0,MEDICAL,E,15000.0,16.4,1.0,0.32,Y,11.0
40.0,116000.0,MORTGAGE,3.0,VENTURE,C,12000.0,13.002440852639285,0.0,0.1,N,16.0
50.0,116000.0,MORTGAGE,22.0,PERSONAL,B,5000.0,10.25,0.0,0.04,N,17.0
38.0,117000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,C,10700.0,14.27,0.0,0.09,Y,14.0
36.0,117000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,C,20400.0,13.06,0.0,0.17,N,11.0
37.0,117000.0,MORTGAGE,15.0,HOMEIMPROVEMENT,C,8000.0,13.06,0.0,0.07,N,13.0
37.0,117000.0,MORTGAGE,3.0,PERSONAL,A,10000.0,8.94,0.0,0.09,N,11.0
38.0,117400.0,MORTGAGE,7.0,PERSONAL,B,16000.0,10.75,0.0,0.14,N,16.0
37.0,39996.0,RENT,2.0,MEDICAL,A,1800.0,9.63,0.0,0.05,N,13.0
38.0,117960.0,MORTGAGE,0.0,MEDICAL,A,12000.0,7.838900580910015,0.0,0.1,N,17.0
38.0,26400.0,OWN,5.052218933047723,HOMEIMPROVEMENT,C,4750.0,12.73,0.0,0.18,Y,14.0
38.0,118000.0,MORTGAGE,12.0,DEBTCONSOLIDATION,B,11400.0,10.59,0.0,0.1,N,12.0
42.0,41000.0,RENT,2.0,HOMEIMPROVEMENT,E,15000.0,16.95,1.0,0.37,Y,15.0
45.0,118000.0,MORTGAGE,15.0,HOMEIMPROVEMENT,B,25000.0,12.18,0.0,0.21,N,12.0
43.0,47840.0,RENT,27.0,PERSONAL,B,15000.0,12.42,1.0,0.31,N,12.0
41.0,118075.0,MORTGAGE,5.0,MEDICAL,B,28000.0,11.71,0.0,0.24,N,13.0
45.0,118560.0,MORTGAGE,1.0,VENTURE,C,20000.0,13.032764883072526,0.0,0.17,N,15.0
36.0,48000.0,RENT,8.0,MEDICAL,C,15000.0,13.98,1.0,0.31,N,15.0
45.0,119004.0,MORTGAGE,13.0,PERSONAL,B,5000.0,11.49,0.0,0.04,N,13.0
44.0,120000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,A,4000.0,7.698856737283175,0.0,0.03,N,14.0
41.0,43439.0,RENT,5.082425768754854,MEDICAL,C,15000.0,12.73,1.0,0.35,N,15.0
36.0,120000.0,MORTGAGE,11.0,MEDICAL,A,30000.0,6.62,0.0,0.25,N,11.0
40.0,108000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,D,6000.0,17.27,1.0,0.06,N,16.0
40.0,25920.0,OWN,2.0,HOMEIMPROVEMENT,D,4750.0,15.730450232852688,0.0,0.18,N,17.0
36.0,50000.0,RENT,4.0,HOMEIMPROVEMENT,A,15000.0,8.9,0.0,0.3,N,14.0
39.0,108000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000.0,6.99,1.0,0.11,N,13.0
36.0,120000.0,MORTGAGE,12.0,DEBTCONSOLIDATION,A,14500.0,5.42,0.0,0.12,N,15.0
37.0,120000.0,MORTGAGE,5.0,PERSONAL,A,5400.0,5.99,0.0,0.04,N,17.0
39.0,108000.0,MORTGAGE,6.0,EDUCATION,D,30000.0,16.49,1.0,0.28,Y,11.0
37.0,50000.0,RENT,1.0,HOMEIMPROVEMENT,C,15000.0,13.22,0.0,0.3,Y,11.0
48.0,120000.0,MORTGAGE,18.0,DEBTCONSOLIDATION,C,3600.0,12.846369977853684,0.0,0.03,Y,17.0
40.0,120000.0,MORTGAGE,6.0,PERSONAL,B,9600.0,10.59,0.0,0.08,N,14.0
47.0,120000.0,MORTGAGE,9.0,EDUCATION,B,15000.0,10.99,0.0,0.13,N,12.0
37.0,25000.0,OWN,2.0,VENTURE,B,5000.0,9.91,0.0,0.2,N,11.0
39.0,108000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,D,20000.0,14.54,1.0,0.19,Y,14.0
50.0,120000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,D,5575.0,15.2,0.0,0.05,Y,13.0
40.0,25000.0,OWN,2.0,VENTURE,A,8500.0,7.51,0.0,0.34,N,11.0
39.0,120000.0,MORTGAGE,9.0,MEDICAL,A,12000.0,5.79,0.0,0.1,N,11.0
37.0,91800.0,MORTGAGE,21.0,MEDICAL,D,20000.0,14.84,1.0,0.19,Y,12.0
43.0,91800.0,MORTGAGE,0.0,MEDICAL,D,8400.0,14.84,1.0,0.08,N,14.0
42.0,120000.0,MORTGAGE,0.0,EDUCATION,B,9250.0,11.86,0.0,0.08,N,13.0
42.0,120000.0,MORTGAGE,18.0,PERSONAL,B,6000.0,10.38,0.0,0.05,N,11.0
41.0,120000.0,MORTGAGE,8.0,MEDICAL,B,20000.0,10.25,0.0,0.17,N,11.0
38.0,120000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,24250.0,10.465964670270921,0.0,0.2,N,12.0
49.0,120000.0,MORTGAGE,12.0,MEDICAL,B,12000.0,10.99,0.0,0.1,N,12.0
36.0,120000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,B,25000.0,10.99,0.0,0.21,N,11.0
40.0,120000.0,OWN,15.0,MEDICAL,B,20000.0,10.510833315902177,0.0,0.17,N,11.0
38.0,120000.0,OWN,11.0,VENTURE,D,23600.0,14.96,0.0,0.2,Y,13.0
37.0,91800.0,MORTGAGE,0.0,MEDICAL,F,5000.0,19.47,1.0,0.05,Y,16.0
39.0,25000.0,OWN,16.0,PERSONAL,A,8000.0,7.51,0.0,0.32,N,14.0
47.0,25000.0,OWN,2.0,PERSONAL,C,10750.0,14.22,0.0,0.43,Y,16.0
40.0,120000.0,MORTGAGE,2.0,VENTURE,B,17000.0,10.51,0.0,0.14,N,15.0
42.0,108000.0,MORTGAGE,14.0,VENTURE,D,14400.0,13.67,1.0,0.13,Y,16.0
36.0,120000.0,OWN,21.0,PERSONAL,D,10000.0,13.3,0.0,0.08,Y,13.0
36.0,53550.0,RENT,1.0,MEDICAL,B,1600.0,12.21,1.0,0.03,N,16.0
37.0,120996.0,MORTGAGE,14.0,HOMEIMPROVEMENT,A,4000.0,7.66,0.0,0.03,N,15.0
39.0,11820.0,RENT,4.50590581083356,MEDICAL,B,1500.0,11.11,0.0,0.13,N,11.0
39.0,121200.0,MORTGAGE,16.0,VENTURE,A,1450.0,6.76,0.0,0.01,N,17.0
43.0,122000.0,OWN,20.0,MEDICAL,B,12000.0,11.83,0.0,0.1,N,11.0
43.0,122500.0,MORTGAGE,4.0,EDUCATION,A,9150.0,6.03,0.0,0.07,N,12.0
37.0,123000.0,MORTGAGE,1.0,PERSONAL,C,35000.0,14.27,0.0,0.28,Y,16.0
41.0,17000.0,RENT,0.0,PERSONAL,C,1500.0,15.23,1.0,0.09,N,13.0
46.0,17496.0,RENT,6.0,HOMEIMPROVEMENT,B,1500.0,11.14,1.0,0.09,N,13.0
38.0,123600.0,MORTGAGE,16.0,EDUCATION,A,12000.0,6.92,0.0,0.1,N,14.0
42.0,123735.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,6400.0,6.99,0.0,0.05,N,16.0
37.0,124000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,E,30000.0,17.99,0.0,0.24,N,12.0
36.0,124000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,C,2000.0,12.99,0.0,0.02,Y,16.0
38.0,124000.0,MORTGAGE,8.0,VENTURE,D,12000.0,15.587043696666438,0.0,0.1,N,16.0
37.0,124000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,C,19000.0,13.92,0.0,0.15,Y,16.0
41.0,24000.0,OWN,3.0,EDUCATION,C,4500.0,12.99,0.0,0.19,Y,14.0
42.0,125000.0,MORTGAGE,5.0,MEDICAL,A,35000.0,7.9,0.0,0.28,N,12.0
45.0,125000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,A,12000.0,6.03,0.0,0.1,N,14.0
42.0,24000.0,OWN,10.0,MEDICAL,A,5000.0,7.841203211779579,0.0,0.21,N,11.0
40.0,22800.0,RENT,0.0,MEDICAL,A,1500.0,7.29,0.0,0.07,N,16.0
39.0,125000.0,MORTGAGE,13.0,DEBTCONSOLIDATION,A,4500.0,6.62,0.0,0.04,N,11.0
41.0,125000.0,MORTGAGE,8.058744748097407,VENTURE,A,14975.0,6.03,0.0,0.12,N,16.0
36.0,125000.0,MORTGAGE,14.0,MEDICAL,A,14500.0,7.79245131150044,0.0,0.12,N,16.0
39.0,25140.0,RENT,8.0,DEBTCONSOLIDATION,C,1500.0,14.22,1.0,0.06,Y,13.0
40.0,125000.0,MORTGAGE,3.0,PERSONAL,A,10200.0,7.49,0.0,0.08,N,13.0
40.0,54000.0,RENT,4.0,PERSONAL,C,15000.0,14.26,0.0,0.28,N,12.0
43.0,125000.0,MORTGAGE,7.5559581659355155,HOMEIMPROVEMENT,A,8800.0,7.88,0.0,0.07,N,13.0
41.0,125000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,C,20000.0,13.11,0.0,0.16,Y,13.0
45.0,125000.0,MORTGAGE,14.0,PERSONAL,B,10000.0,10.278613402352711,0.0,0.08,N,12.0
50.0,56000.0,RENT,2.0,HOMEIMPROVEMENT,C,15000.0,13.47,0.0,0.27,N,15.0
42.0,113000.0,MORTGAGE,11.0,EDUCATION,D,24000.0,15.31,1.0,0.21,Y,15.0
37.0,125000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,A,8000.0,9.32,0.0,0.06,N,15.0
42.0,57000.0,RENT,4.0,MEDICAL,C,15000.0,13.43,0.0,0.26,Y,12.0
40.0,52000.0,RENT,2.0,EDUCATION,F,15000.0,18.62,1.0,0.29,Y,17.0
45.0,126000.0,MORTGAGE,5.0,VENTURE,B,6000.0,10.65,0.0,0.05,N,12.0
44.0,58000.0,RENT,2.0,HOMEIMPROVEMENT,C,15000.0,13.48,0.0,0.26,Y,15.0
39.0,126000.0,MORTGAGE,3.0,MEDICAL,B,14000.0,9.99,0.0,0.11,N,14.0
38.0,126000.0,MORTGAGE,3.0,EDUCATION,D,2400.0,15.528551308469293,0.0,0.02,Y,14.0
39.0,24000.0,OWN,0.0,HOMEIMPROVEMENT,A,3000.0,7.74,0.0,0.13,N,11.0
40.0,115000.0,MORTGAGE,16.0,HOMEIMPROVEMENT,B,10000.0,11.11,1.0,0.09,N,11.0
37.0,60000.0,RENT,5.06390636619454,DEBTCONSOLIDATION,B,15000.0,12.42,0.0,0.25,N,15.0
43.0,98600.0,MORTGAGE,0.0,MEDICAL,D,7750.0,15.31,1.0,0.07,Y,14.0
42.0,98603.0,MORTGAGE,19.0,MEDICAL,C,24250.0,14.22,1.0,0.21,N,14.0
46.0,60000.0,RENT,10.0,MEDICAL,C,15000.0,13.49,0.0,0.25,N,17.0
38.0,130000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,B,30000.0,9.91,0.0,0.23,N,14.0
46.0,60000.0,RENT,9.0,VENTURE,D,15000.0,16.32,0.0,0.25,N,13.0
36.0,60000.0,RENT,2.0,VENTURE,B,15000.0,10.690358817345313,0.0,0.25,N,16.0
36.0,60000.0,RENT,0.0,HOMEIMPROVEMENT,C,15000.0,13.57,0.0,0.25,N,12.0
45.0,118000.0,MORTGAGE,11.0,EDUCATION,C,9600.0,13.99,1.0,0.08,Y,12.0
38.0,130000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,B,11000.0,10.74,0.0,0.08,N,11.0
36.0,130000.0,MORTGAGE,9.0,PERSONAL,B,12000.0,10.377592064220654,0.0,0.09,N,14.0
40.0,100300.0,MORTGAGE,2.0,MEDICAL,D,25000.0,14.83,1.0,0.21,N,16.0
40.0,130000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,24250.0,6.17,0.0,0.19,N,16.0
39.0,130000.0,OWN,13.0,HOMEIMPROVEMENT,D,25000.0,16.07,0.0,0.19,N,14.0
37.0,22800.0,OWN,18.0,EDUCATION,A,7000.0,6.03,0.0,0.31,N,15.0
36.0,65000.0,RENT,7.0,MEDICAL,B,15000.0,10.59,0.0,0.23,N,17.0
41.0,132000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,C,8000.0,13.49,0.0,0.06,Y,17.0
40.0,132000.0,MORTGAGE,7.0,HOMEIMPROVEMENT,A,7500.0,7.29,0.0,0.06,N,15.0
36.0,65000.0,RENT,7.0,MEDICAL,C,15000.0,13.72,0.0,0.23,N,11.0
39.0,134000.0,MORTGAGE,8.3548021138662,VENTURE,B,25000.0,10.25,0.0,0.19,N,17.0
42.0,60000.0,RENT,1.0,PERSONAL,E,15000.0,18.239394009113948,1.0,0.25,Y,15.0
36.0,123000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,D,2500.0,14.91,1.0,0.02,Y,14.0
41.0,135000.0,MORTGAGE,2.0,MEDICAL,B,20000.0,9.25,0.0,0.15,N,13.0
41.0,68000.0,RENT,0.0,EDUCATION,C,15000.0,13.47,0.0,0.22,Y,12.0
36.0,62962.0,RENT,2.0,EDUCATION,B,15000.0,11.71,1.0,0.24,N,13.0
40.0,136000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,B,21000.0,9.99,0.0,0.15,N,16.0
36.0,136000.0,MORTGAGE,0.0,VENTURE,C,4800.0,14.72,0.0,0.04,N,15.0
42.0,136173.0,MORTGAGE,2.0,EDUCATION,A,8000.0,6.62,0.0,0.06,N,15.0
50.0,137000.0,MORTGAGE,2.0,MEDICAL,A,23000.0,7.9,0.0,0.17,N,13.0
37.0,138000.0,MORTGAGE,19.0,EDUCATION,D,4000.0,15.62,0.0,0.03,N,12.0
43.0,138000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,A,9900.0,6.99,0.0,0.07,N,14.0
36.0,138000.0,MORTGAGE,0.0,VENTURE,C,10000.0,13.98,0.0,0.07,N,12.0
38.0,71000.0,RENT,14.0,MEDICAL,B,15000.0,8.88,0.0,0.21,N,15.0
45.0,139380.0,OWN,4.0,HOMEIMPROVEMENT,A,9000.0,7.51,0.0,0.06,N,12.0
45.0,140000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,A,7500.0,6.62,0.0,0.05,N,15.0
38.0,140000.0,MORTGAGE,13.0,HOMEIMPROVEMENT,D,10000.0,15.62,0.0,0.07,N,11.0
48.0,140000.0,MORTGAGE,4.0,EDUCATION,B,18000.0,9.99,0.0,0.13,N,11.0
36.0,140000.0,MORTGAGE,21.0,PERSONAL,A,8000.0,6.99,0.0,0.06,N,11.0
38.0,72900.0,RENT,3.0,PERSONAL,C,15000.0,12.68,0.0,0.21,N,12.0
45.0,140000.0,MORTGAGE,18.0,HOMEIMPROVEMENT,A,7000.0,7.29,0.0,0.05,N,17.0
41.0,108800.0,MORTGAGE,2.0,MEDICAL,E,15000.0,17.88,1.0,0.12,N,16.0
41.0,140000.0,MORTGAGE,3.0,VENTURE,C,25000.0,13.8,0.0,0.18,Y,12.0
37.0,74000.0,RENT,7.0,PERSONAL,B,15000.0,11.71,0.0,0.2,N,11.0
38.0,140000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,B,25000.0,9.99,0.0,0.18,N,12.0
38.0,140000.0,MORTGAGE,1.0,PERSONAL,D,10000.0,14.09,0.0,0.07,N,16.0
37.0,140000.0,MORTGAGE,15.0,HOMEIMPROVEMENT,A,14000.0,7.51,0.0,0.1,N,12.0
37.0,74784.0,RENT,8.0,HOMEIMPROVEMENT,E,15000.0,14.5,0.0,0.2,N,15.0
50.0,69000.0,RENT,8.0,DEBTCONSOLIDATION,D,15000.0,15.57944111780764,1.0,0.22,N,17.0
40.0,75000.0,RENT,6.0,EDUCATION,A,15000.0,7.29,0.0,0.2,N,11.0
39.0,128000.0,MORTGAGE,12.0,HOMEIMPROVEMENT,C,20000.0,13.11,1.0,0.16,Y,15.0
36.0,140000.0,OWN,13.0,VENTURE,B,20800.0,11.48,0.0,0.15,N,11.0
44.0,140000.0,OWN,14.0,VENTURE,B,21500.0,11.83,0.0,0.15,N,14.0
38.0,140000.0,OWN,13.0,VENTURE,B,24000.0,12.18,0.0,0.17,N,15.0
38.0,140000.0,MORTGAGE,2.0,MEDICAL,B,8000.0,10.95,0.0,0.06,N,14.0
36.0,140004.0,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000.0,6.92,0.0,0.07,N,11.0
38.0,20004.0,OWN,2.0,PERSONAL,B,6250.0,10.522002722494804,0.0,0.31,N,12.0
42.0,140400.0,MORTGAGE,6.0,PERSONAL,B,14000.0,10.99,0.0,0.1,N,14.0
43.0,141000.0,MORTGAGE,24.0,MEDICAL,B,6000.0,10.99,0.0,0.04,N,14.0
43.0,141000.0,MORTGAGE,9.0,VENTURE,C,15000.0,12.53,0.0,0.11,N,16.0
36.0,141600.0,MORTGAGE,4.0,HOMEIMPROVEMENT,B,6000.0,11.49,0.0,0.04,N,16.0
40.0,142000.0,MORTGAGE,8.0,VENTURE,B,15000.0,10.99,0.0,0.11,N,14.0
47.0,75000.0,RENT,3.0,HOMEIMPROVEMENT,C,15000.0,13.48,0.0,0.2,Y,17.0
40.0,142000.0,MORTGAGE,2.0,PERSONAL,D,25000.0,15.31,0.0,0.18,N,14.0
43.0,142500.0,MORTGAGE,7.0,MEDICAL,B,20000.0,11.49,0.0,0.14,N,15.0
39.0,69000.0,RENT,0.0,PERSONAL,D,15000.0,14.42,1.0,0.22,N,12.0
36.0,144000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,A,21000.0,7.9,0.0,0.15,N,16.0
36.0,144000.0,MORTGAGE,0.0,PERSONAL,C,7600.0,15.23,0.0,0.05,N,16.0
37.0,144000.0,MORTGAGE,15.0,EDUCATION,C,10000.0,14.17,0.0,0.07,Y,14.0
41.0,144000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,B,25000.0,10.08,0.0,0.17,N,11.0
37.0,145000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,B,21000.0,11.99,0.0,0.14,N,15.0
36.0,145000.0,MORTGAGE,4.0,PERSONAL,B,5000.0,9.62,0.0,0.03,N,16.0
43.0,145000.0,MORTGAGE,1.0,VENTURE,A,20000.0,6.91,0.0,0.14,N,17.0
40.0,145000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000.0,7.88,0.0,0.1,N,15.0
37.0,146000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,C,10000.0,13.99,0.0,0.07,Y,16.0
36.0,19200.0,OWN,0.0,HOMEIMPROVEMENT,C,4500.0,13.49,1.0,0.23,Y,14.0
40.0,148350.0,MORTGAGE,11.0,HOMEIMPROVEMENT,A,5000.0,6.03,0.0,0.03,N,16.0
36.0,81996.0,RENT,4.0,PERSONAL,D,15000.0,14.09,0.0,0.18,N,16.0
39.0,150000.0,MORTGAGE,9.0,EDUCATION,A,30000.0,8.9,0.0,0.2,N,15.0
40.0,150000.0,MORTGAGE,18.0,MEDICAL,A,24000.0,6.62,0.0,0.16,N,14.0
42.0,150000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,A,16000.0,8.49,0.0,0.11,N,12.0
40.0,150000.0,MORTGAGE,2.0,PERSONAL,C,20000.0,12.99,0.0,0.13,N,14.0
36.0,150000.0,OWN,8.0,VENTURE,A,7200.0,6.92,0.0,0.05,N,13.0
36.0,150000.0,MORTGAGE,5.0,EDUCATION,A,7000.0,7.29,0.0,0.05,N,15.0
40.0,150000.0,MORTGAGE,5.0,PERSONAL,B,12000.0,10.37,0.0,0.08,N,12.0
44.0,150000.0,MORTGAGE,17.0,PERSONAL,C,25000.0,13.43,0.0,0.17,N,17.0
38.0,150000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7500.0,10.0,0.0,0.05,N,13.0
36.0,150000.0,MORTGAGE,8.0,EDUCATION,A,3000.0,7.29,0.0,0.02,N,17.0
45.0,88000.0,RENT,12.0,HOMEIMPROVEMENT,D,15000.0,14.83,0.0,0.17,Y,12.0
38.0,18720.0,OWN,22.0,VENTURE,B,2500.0,11.86,0.0,0.13,N,15.0
36.0,150000.0,MORTGAGE,20.0,DEBTCONSOLIDATION,A,10000.0,7.7311392773340355,0.0,0.07,N,16.0
37.0,150000.0,MORTGAGE,9.0,EDUCATION,C,10000.0,13.48,0.0,0.07,N,12.0
38.0,150000.0,MORTGAGE,5.0,MEDICAL,B,12000.0,11.14,0.0,0.08,N,17.0
41.0,150000.0,OWN,10.0,VENTURE,B,24500.0,11.83,0.0,0.16,N,17.0
37.0,117300.0,MORTGAGE,12.0,MEDICAL,A,10000.0,7.507123952572252,1.0,0.07,N,11.0
38.0,150000.0,OWN,0.0,VENTURE,B,24000.0,11.83,0.0,0.16,N,13.0
39.0,138000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,B,20000.0,11.14,1.0,0.14,N,12.0
49.0,150000.0,MORTGAGE,0.0,EDUCATION,E,20000.0,16.95,0.0,0.13,N,16.0
37.0,92500.0,RENT,1.0,EDUCATION,A,15000.0,7.49,0.0,0.16,N,14.0
40.0,150000.0,MORTGAGE,1.0,EDUCATION,A,7500.0,8.07,0.0,0.05,N,15.0
39.0,150500.0,MORTGAGE,24.0,DEBTCONSOLIDATION,A,21000.0,7.735539835337575,0.0,0.14,N,12.0
42.0,150750.0,OWN,0.0,PERSONAL,A,8150.0,6.99,0.0,0.05,N,17.0
38.0,151000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,35000.0,8.9,0.0,0.23,N,12.0
41.0,141000.0,MORTGAGE,12.0,DEBTCONSOLIDATION,D,25000.0,14.96,1.0,0.18,N,13.0
39.0,49000.0,RENT,0.0,DEBTCONSOLIDATION,F,15175.0,19.13,1.0,0.31,Y,11.0
42.0,153936.0,OWN,26.0,PERSONAL,A,20000.0,7.883493864189264,0.0,0.13,N,15.0
36.0,155000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,30000.0,7.9,0.0,0.19,N,17.0
36.0,155000.0,MORTGAGE,12.0,VENTURE,B,25000.0,10.74,0.0,0.16,N,11.0
37.0,155000.0,MORTGAGE,11.0,HOMEIMPROVEMENT,A,20000.0,6.54,0.0,0.13,N,15.0
42.0,37000.0,RENT,0.0,EDUCATION,C,15200.0,14.26,1.0,0.41,Y,16.0
40.0,36100.0,RENT,9.0,VENTURE,B,15250.0,12.53,1.0,0.42,N,16.0
47.0,156000.0,MORTGAGE,5.0,EDUCATION,B,18000.0,11.99,0.0,0.12,N,17.0
37.0,156000.0,MORTGAGE,16.0,HOMEIMPROVEMENT,A,4000.0,8.49,0.0,0.03,N,15.0
39.0,156000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15000.0,11.89,0.0,0.1,N,11.0
37.0,145124.0,MORTGAGE,21.0,PERSONAL,B,11375.0,10.99,1.0,0.08,N,14.0
40.0,160000.0,MORTGAGE,3.0,EDUCATION,C,12000.0,14.27,0.0,0.07,Y,17.0
40.0,66000.0,RENT,0.0,DEBTCONSOLIDATION,C,15575.0,14.27,0.0,0.24,Y,13.0
38.0,160000.0,MORTGAGE,12.0,VENTURE,A,14000.0,6.62,0.0,0.09,N,13.0
42.0,160000.0,MORTGAGE,0.0,MEDICAL,A,22000.0,6.99,0.0,0.14,N,16.0
36.0,42000.0,RENT,7.0,PERSONAL,B,15600.0,10.451254763197662,1.0,0.37,N,14.0
37.0,53000.0,RENT,3.0,MEDICAL,C,15600.0,13.276638376223373,0.0,0.29,N,15.0
36.0,69000.0,RENT,0.0,MEDICAL,B,15600.0,10.99,0.0,0.23,N,16.0
37.0,160000.0,MORTGAGE,14.0,HOMEIMPROVEMENT,A,10000.0,7.51,0.0,0.06,N,13.0
36.0,160000.0,MORTGAGE,5.0,EDUCATION,C,10000.0,12.73,0.0,0.06,Y,15.0
36.0,160000.0,OWN,20.0,VENTURE,D,24000.0,14.96,0.0,0.15,Y,14.0
44.0,45000.0,RENT,0.0,VENTURE,B,15775.0,10.99,1.0,0.35,N,12.0
40.0,56472.0,RENT,4.0,EDUCATION,B,15775.0,10.59,0.0,0.28,N,14.0
39.0,164000.0,MORTGAGE,18.0,VENTURE,C,35000.0,13.99,0.0,0.21,Y,14.0
42.0,153000.0,MORTGAGE,7.0,EDUCATION,G,25000.0,20.53,1.0,0.16,N,14.0
40.0,165000.0,MORTGAGE,18.0,DEBTCONSOLIDATION,A,9000.0,7.51,0.0,0.05,N,16.0
36.0,75996.0,RENT,6.0,MEDICAL,A,16000.0,8.94,0.0,0.21,N,12.0
47.0,168000.0,MORTGAGE,13.0,EDUCATION,A,8775.0,8.49,0.0,0.05,N,12.0
36.0,170000.0,MORTGAGE,13.0,VENTURE,A,25000.0,7.51,0.0,0.15,N,13.0
41.0,170000.0,MORTGAGE,11.0,MEDICAL,B,20000.0,11.11,0.0,0.12,N,11.0
46.0,82000.0,RENT,2.0,EDUCATION,B,16000.0,10.99,0.0,0.2,N,16.0
41.0,88712.0,RENT,2.0,VENTURE,B,16000.0,10.95,0.0,0.18,N,15.0
42.0,175000.0,MORTGAGE,12.0,PERSONAL,C,7000.0,12.99,0.0,0.04,Y,13.0
44.0,175000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,A,15000.0,7.66,0.0,0.09,N,17.0
41.0,138550.0,MORTGAGE,8.0,MEDICAL,D,23000.0,14.96,1.0,0.14,N,12.0
38.0,175000.0,MORTGAGE,21.0,VENTURE,B,10000.0,11.26,0.0,0.06,N,17.0
44.0,140787.0,MORTGAGE,3.0,MEDICAL,D,35000.0,16.49,1.0,0.21,Y,15.0
47.0,178000.0,OWN,31.0,VENTURE,B,9000.0,10.99,0.0,0.05,N,17.0
46.0,180000.0,MORTGAGE,31.0,VENTURE,B,18000.0,9.91,0.0,0.1,N,11.0
41.0,180000.0,OWN,13.0,MEDICAL,A,14000.0,5.99,0.0,0.08,N,11.0
